occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
"HJC-2012","Galium triflorum","Galium triflorum Michx.","2913463","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium triflorum","Galium triflorum","Michx."
"HJC-2013","Silene antirrhina","Silene antirrhina L.","5384747","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene antirrhina","Silene antirrhina","L."
"HJC-2014","Madia sativa","Madia sativa Molina","3140910","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia sativa","Madia sativa","Molina"
"HJC-2015","Daucus pusillus","Daucus pusillus Michx.","3034741","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Daucus","Daucus pusillus","Daucus pusillus","Michx."
"HJC-2016","Erysimum cheiranthoides","Erysimum cheiranthoides L.","3048266","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Erysimum","Erysimum cheiranthoides","Erysimum cheiranthoides","L."
"HJC-2017","Madia exigua","Madia exigua (Sm.) Greene","8202822","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia exigua","Madia exigua","(Sm.) Greene"
"HJC-2018","Collinsia heterophylla","Collinsia heterophylla Buist ex Graham","5414959","EXACT","97","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Collinsia","Collinsia bicolor","Collinsia heterophylla","Buist ex Graham"
"HJC-2019","Triglochin concinna","Triglochin concinna Burtt Davy","2865381","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin","Triglochin maritima","Triglochin concinna","Burtt Davy"
"HJC-2021","Collinsia linearis","Collinsia linearis A.Gray","5414954","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Collinsia","Collinsia linearis","Collinsia linearis","A.Gray"
"HJC-2023","Asparagus officinalis","Asparagus officinalis L.","2768885","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Asparagus","Asparagus officinalis","Asparagus officinalis","L."
"HJC-2024","Juncus occidentalis","Juncus occidentalis Wiegand","2702006","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","Juncus occidentalis","Juncus occidentalis","Wiegand"
"HJC-2025","Ambrosia chamissonis","Ambrosia chamissonis (Less.) Greene","3110718","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia","Ambrosia chamissonis","Ambrosia chamissonis","(Less.) Greene"
"HJC-2026","Argentina pacifica","Argentina pacifica Rydb.","5370266","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Argentina","Argentina anserina","Argentina pacifica","Rydb."
"HJC-2027","Vicia cracca","Vicia cracca L.","2975287","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","Vicia cracca","Vicia cracca","L."
"HJC-2029","Hypericum anagalloides","Hypericum anagalloides Cham. & Schltdl.","3189470","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Hypericum anagalloides","Hypericum anagalloides","Cham. & Schltdl."
