"occurrenceID","scientificName"
1,"Artemisia suksdorfii"
2,"Poa annua"
3,"Lolium perenne"
4,"Plantago lanceolata"
5,"Bromus hordeaceus"
6,"Bromus tectorum"
7,"Vicia sativa"
8,"Poa pratensis"
9,"Rumex acetosella"
10,"Vulpia myuros megalura"
11,"Arbutus menziesii"
12,"Lotus corniculatus"
13,"Trifolium dubium"
14,"Trifolium repens"
15,"Trifolium subterraneum"
16,"Aira caryophyllea"
17,"Hypochaeris radicata"
18,"Dactylis glomerata"
19,"Bromus pacificus"
20,"Bellis perennis"
21,"Matricaria discoidea"
22,"Pseudotsuga menziesii"
23,"Sedum spathulifolium"
24,"Juniperus scopulorum"
25,"Lonicera ciliosa"
26,"Salix scouleriana"
27,"Filago germanica"
28,"Rubus ursinus"
29,"Gaultheria shallon"
30,"Bromus pacificus"
31,"Bromus sterilis"
32,"Daucus pusillus"
33,"Heuchera micrantha"
34,"Achillea millefolium"
35,"Vaccinium parvifolium"
37,"Vicia gigantea"
38,"Ribes sanguineum"
39,"Grindelia integrifolia"
40,"Conioselinum gmelinii"
41,"Plantago maritima"
42,"Elymus glaucus"
43,"Thuja plicata"
44,"Lonicera hispidula"
45,"Acer macrophyllum"
46,"Galium triflorum"
47,"Lactuca muralis"
48,"Verbascum thapsus"
49,"Epilobium minutum"
50,"Cerastium holosteoides"
51,"Berberis nervosa"
52,"Galium aparine"
53,"Hieracium albiflorum"
54,"Lysimachia latifolia"
55,"Festuca occidentalis"
56,"Amelanchier alnifolia"
57,"rosa gymnocarpa"
58,"Anthoxanthum odoratum"
59,"Madia madioides"
60,"Festuca rubra litoralis"
61,"Bromus vulgaris"
62,"Barbarea orthoceras"
63,"Egeria densa"
64,"Potamogeton richardsonii"
65,"Potamogeton praelongus"
66,"Carex exsiccata"
67,"Carex obnupta"
68,"Agrostis gigantea"
70,"Nuphar polysepala"
71,"Spiraea douglassii"
72,"Salix lasiandra"
73,"Sparganium emersum"
74,"Lemna minor"
75,"Typha latifolia"
76,"Myriopphyllum spicatum"
77,"Rubus spectabilis"
78,"Lycopus uniflorus"
79,"Veronica americana"
80,"Symphyotricum subspicatum"
81,"Carex lasiocarpa"
82,"Scirpus acutus"
83,"Potamogeton robbinsii"
84,"Potamogeton amplifolius"
85,"Eleocharis palustris"
87,"Carex cusickii"
88,"Comarum palustre"
89,"Potamogeton natans"
90,"Drosera rotundifolia"
91,"Nuphar polysepala"
92,"Nymphae odorata"
93,"Sparganium emersum"
94,"Elodea densa"
96,"Myriopphyllum spicatum"
97,"Schoenoplectus acutus"
98,"Spiraea"
100,"Alnus"
101,"Comarum palustre"
102,"Potamogeton natans"
103,"Carex obnupta"
104,"Agrostis scabra"
105,"Lycopus uniflorus"
106,"Sphagnum"
108,"Carex interior"
109,"Rhododendron groenlandicum"
110,"Agrostis scabra"
111,"Drosera rotundifolia"
112,"Spiraea douglasii"
113,"Hypericum anagalloides"
114,"Viola palustris"
115,"Dulichium arundinaceum"
116,"Carex lenticularis"
117,"Carex exsiccata"
118,"Comarum palustre"
119,"Lycopus uniflorus"
120,"Juncus ensifolius"
123,"Kalmia polifolia"
126,"Ranunculus flammula"
127,"Carex lasiocarpa"
128,"Carex exsiccata"
