gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
1949623621																										RBCM:Botany:V175314									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V175314	V175314	2620	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-09-12T00:00:00				1996	9	12	12/09/1996											NORTH_AMERICA				CA	British Columbia	Gulf Islands		Denman Island: beaver pond	beaver pond	50 m			50	50		In Carex-Sphagnum fen dominated by C. lasiocarpa, C. exsiccata, and Dulichium arundinaceum; 20 plants with Carex sitchensis, Spiraea douglasii, Juncus effusus, Drosera rotundifolia, Lycopus uniflorus, Oenanthe sarmentosa	49.545833	-124.800556				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/5301148								Potamogeton epihydrus Raf.	Potamogeton epihydrus Raf.							Plantae	Tracheophyta	Liliopsida	Alismatales	Potamogetonaceae		Potamogeton	Potamogeton			epihydrus			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:39.895Z	50.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	5301148	5301148	6	7707728	196	551	6721	2756560		5301148	Potamogeton epihydrus	Potamogeton epihydrus Raf.	Potamogeton epihydrus Raf.		DWC_ARCHIVE	2022-09-08T20:46:39.895Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.9_1	Comox-Strathcona	CAN.2.9.16_1	Comox-Strathcona K	LC
1949623619																										RBCM:Botany:V175322									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V175322	V175322	2581	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-09-01T00:00:00				1996	9	1	01/09/1996											NORTH_AMERICA				CA	British Columbia	Lower Fraser Valley				230 m			230	230		In shallow leads on lake shore in Carex lasiocarpa - Spiraea douglasii - Sphagnum band with Utricularia intermedia, Potamogeton pusillus and Myrica gale; 100 plants with Potamogeton natans, Myriophyllum sp.	49.256667	-122.535				UTM																																Harvey Janszen						https://www.gbif.org/species/8351789								Potamogeton pusillus L.	Potamogeton pusillus L.							Plantae	Tracheophyta	Liliopsida	Alismatales	Potamogetonaceae		Potamogeton	Potamogeton			pusillus			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:39.721Z	230.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	8351789	8351789	6	7707728	196	551	6721	2756560		8351789	Potamogeton pusillus	Potamogeton pusillus L.	Potamogeton pusillus L.		DWC_ARCHIVE	2022-09-08T20:46:39.721Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.14_1	Greater Vancouver	CAN.2.14.18_1	Maple Ridge	LC
1949623616																										RBCM:Botany:V175326									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V175326	V175326	2630	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-09-25T00:00:00				1996	9	25	25/09/1996											NORTH_AMERICA				CA	British Columbia	Vancouver Island				50 m			50	50			48.363056	-123.596111				UTM																																Harvey Janszen						https://www.gbif.org/species/4926451								Isoetes echinospora Durand	Isoetes echinospora Dur.							Plantae	Tracheophyta	Lycopodiopsida	Isoetales	Isoetaceae		Isoetes	Isoetes			echinospora			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:39.775Z	50.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	9064809	9064809	6	7707728	245	951	3074	2688248		9064809	Isoetes echinospora	Isoetes echinospora Durand	Isoetes echinospora Dur.		DWC_ARCHIVE	2022-09-08T20:46:39.775Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.3_1	Capital	CAN.2.3.17_1	Metchosin	NE
1949623606																										RBCM:Botany:V175330									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V175330	V175330	2636	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-10-30T00:00:00				1996	10	30	30/10/1996											NORTH_AMERICA				CA	British Columbia	Gulf Islands				95 m			95	95		On silty lake bottom, 1 to 2 meters deep with Potamogeton amplifolius, P. robbinsii, Nuphar polysepalum; 200 plants with Scirpus acutus, Elodea canadensis	48.819444	-123.47				UTM																																Harvey Janszen						https://www.gbif.org/species/5301231								Potamogeton obtusifolius Mert. & W.D.J.Koch	Potamogeton obtusifolius Mert.& W.D.J. Koch							Plantae	Tracheophyta	Liliopsida	Alismatales	Potamogetonaceae		Potamogeton	Potamogeton			obtusifolius			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:35.506Z	95.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	5301231	5301231	6	7707728	196	551	6721	2756560		5301231	Potamogeton obtusifolius	Potamogeton obtusifolius Mert. & W.D.J.Koch	Potamogeton obtusifolius Mert.& W.D.J. Koch		DWC_ARCHIVE	2022-09-08T20:46:35.506Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.3_1	Capital	CAN.2.3.2_1	Capital F	LC
1949623604																										RBCM:Botany:V175341									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V175341	V175341	2606	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-09-11T00:00:00				1996	9	11	11/09/1996											NORTH_AMERICA				CA	British Columbia	Vancouver Island		Duncan; Somenos Lake: Somenos marsh	Somenos marsh	10 m			10	10		On swampy shore of pond with Glyceria maxima, Polygonum hydropiperoides; 10 plants with Salix geyeri, Potentilla rivalis, Typha latifolia	48.799444	-123.6825				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/3048266								Erysimum cheiranthoides L.	Erysimum cheiranthoides L.							Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae		Erysimum	Erysimum			cheiranthoides			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:35.478Z	10.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	3048266	3048266	6	7707728	220	7225535	3112	3048056		3048266	Erysimum cheiranthoides	Erysimum cheiranthoides L.	Erysimum cheiranthoides L.		DWC_ARCHIVE	2022-09-08T20:46:35.478Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.10_1	Cowichan Valley	CAN.2.10.23_1	North Cowichan	NE
1949623603																										RBCM:Botany:V175321									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V175321	V175321	2580	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-09-01T00:00:00				1996	9	1	01/09/1996											NORTH_AMERICA				CA	British Columbia	Lower Fraser Valley				230 m			230	230		In shallow leads on lake shore in Carex lasiocarpa - Spiraea douglasii - Sphagnum band with Utricularia intermedia, Potamogeton pusillus and Myrica gale; 100 plants with Potamogeton natans, Myriophyllum sp.	49.256667	-122.535				UTM																																Harvey Janszen						https://www.gbif.org/species/3172413								Utricularia intermedia	Utricularia intermedia UTRIGIB							Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae		Utricularia	Utricularia			intermedia			SPECIES				SYNONYM			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:39.710Z	230.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	8331240	3172413	6	7707728	220	408	2391	3172398		3172413	Utricularia intermedia	Utricularia intermedia Hayne	Utricularia intermedia UTRIGIB		DWC_ARCHIVE	2022-09-08T20:46:39.710Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.14_1	Greater Vancouver	CAN.2.14.18_1	Maple Ridge	NE
1949623586																										RBCM:Botany:V174854									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V174854	V174854	02624B	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-09-12T00:00:00				1996	9	12	12/09/1996											NORTH_AMERICA				CA	British Columbia	Gulf Islands				60 m			60	60		On floating Spaghnum mats at lake edge with Carex lasiocarpa, Dulichium arundinaceum, Rhynchospora alba; 100 plants with Drosera rotundifolia, Lycopus uniflorus	49.557222	-124.811111				UTM								Source																								Bruce Ford		2006-01-01T00:00:00			IDD:  20060000; Ford from Herbarium of the University of Manitoba (WIN)	https://www.gbif.org/species/2729017								Carex leptalea Wahlenb.	Carex leptalea Wahlenb.							Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae		Carex	Carex			leptalea			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:35.480Z	60.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	2729017	2729017	6	7707728	196	1369	7708	2721893		2729017	Carex leptalea	Carex leptalea Wahlenb.	Carex leptalea Wahlenb.		DWC_ARCHIVE	2022-09-08T20:46:35.480Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.9_1	Comox-Strathcona	CAN.2.9.16_1	Comox-Strathcona K	LC
1949623559																										RBCM:Botany:V174842									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V174842	V174842	2591	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-09-02T00:00:00				1996	9	2	02/09/1996											NORTH_AMERICA				CA	British Columbia	Lower Fraser Valley		Marion Lake; North Alouette River: UBC Research Forest, just below Marion Lake	UBC Research Forest, just below Marion Lake	290 m			290	290		On sandy river shore dominated by Alnus rubra, Thuja plicata, Rubus spectabilis; 10 plants with Spirea douglasii, Physocarpus capitatus, Equisetum arvense, Lycopus uniflorus	49.295833	-122.545556				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/5401429								Aster modestus Lindl.	Canadanthus modestus (Lindl.) G.L.Nesom							Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Canadanthus	Aster			modestus			SPECIES				SYNONYM			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:39.754Z	290.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	5401429	3137596	6	7707728	220	414	3065	3137595		3137596	Canadanthus modestus	Canadanthus modestus (Lindl.) G.L.Nesom	Aster modestus Lindl.		DWC_ARCHIVE	2022-09-08T20:46:39.754Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.14_1	Greater Vancouver	CAN.2.14.18_1	Maple Ridge	NE
1949623556																										RBCM:Botany:V174862									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V174862	V174862	2426	Harvey Janszen		1											PRESENT	sheet, pressed																		1994-09-09T00:00:00				1994	9	9	09/09/1994											NORTH_AMERICA				CA	British Columbia	Gulf Islands				60 m			60	60		In Carex fen at edge of lake with Populus balsamifera, Picea sitchensis, Carex obnupta; more than 50 plants, with Carex lasiocarpa, Oenanthe sarmentosa, Spiraea douglasii, Scutellaria galericulata	49.556944	-124.812222				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/5341325								Scutellaria lateriflora L.	Scutellaria lateriflora L.							Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae		Scutellaria	Scutellaria			lateriflora			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:39.716Z	60.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	5341325	5341325	6	7707728	220	408	2497	2926730		5341325	Scutellaria lateriflora	Scutellaria lateriflora L.	Scutellaria lateriflora L.		DWC_ARCHIVE	2022-09-08T20:46:39.716Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.9_1	Comox-Strathcona	CAN.2.9.16_1	Comox-Strathcona K	LC
1949623555																										RBCM:Botany:V174873									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V174873	V174873	2413	Harvey Janszen		1											PRESENT	sheet, pressed																		1985-04-17T00:00:00				1985	4	17	17/04/1985											NORTH_AMERICA				CA	British Columbia	Gulf Islands		Saltspring Island; Maxwell, Mount: Mount Maxwell SW face	Mount Maxwell SW face	150 m			150	150			48.8075	-123.534722				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/2928033								Nemophila pedunculata Douglas ex Benth.	Nemophila pedunculata Dougl. ex Benth.							Plantae	Tracheophyta	Magnoliopsida	Boraginales	Hydrophyllaceae		Nemophila	Nemophila			pedunculata			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:35.462Z	150.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	2928033	2928033	6	7707728	220	7226464	2387	7398303		2928033	Nemophila pedunculata	Nemophila pedunculata Douglas ex Benth.	Nemophila pedunculata Dougl. ex Benth.		DWC_ARCHIVE	2022-09-08T20:46:35.462Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.3_1	Capital	CAN.2.3.2_1	Capital F	NE
1949623554																										RBCM:Botany:V174850									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V174850	V174850	2536	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-08-07T00:00:00				1996	8	7	07/08/1996											NORTH_AMERICA				CA	British Columbia	Vancouver Island		Bowser: Bowser bog, 3 miles E of Bowser	Bowser bog, 3 miles E of Bowser	70 m			70	70		In vernal pond in low part of Spiraea-Dulichium arundianaceum-Sphagnum bog with Gentiana sceptrum; population of 100 plants	49.3375	-124.683333				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/2711007								Scirpus subterminalis Torr.	Schoenoplectus subterminalis (Torr.) Soják							Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae		Schoenoplectus	Scirpus			subterminalis			SPECIES				SYNONYM			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:35.490Z	70.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	2711007	2711005	6	7707728	196	1369	7708	2710907		2711005	Schoenoplectus subterminalis	Schoenoplectus subterminalis (Torr.) Soják	Scirpus subterminalis Torr.		DWC_ARCHIVE	2022-09-08T20:46:35.490Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.18_1	Nanaimo	CAN.2.18.9_1	Nanaimo H	NE
1949623552																										RBCM:Botany:V174871									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Blue	RBCM:Botany:V174871	V174871	2417	Harvey Janszen		1											PRESENT	sheet, pressed																		1986-06-15T00:00:00				1986	6	15	15/06/1986											NORTH_AMERICA				CA	British Columbia	Gulf Islands		Saturna Island; Mount Fisher: unnamed hill N of Mt. Fisher	unnamed hill N of Mt. Fisher	290 m			290	290		On N-facing moss & lichen covered rock bald with Anthoxanthum odoratum, Mimulus guttatus, Saxifraga rufidula, Cladina spp.; slope: 20%, aspect: N 10 degrees E; 75 plants in 40x40 m; private land; site revisited June	48.785556	-123.189444				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/2857894								Allium amplectens Torr.	Allium amplectens Torr.							Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae		Allium	Allium			amplectens			SPECIES				ACCEPTED		CDC Status + Synonymy updated 2016 Jan 25 (JC)	2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:35.479Z	290.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	2857894	2857894	6	7707728	196	1169	7682	9624496		2857894	Allium amplectens	Allium amplectens Torr.	Allium amplectens Torr.		DWC_ARCHIVE	2022-09-08T20:46:35.479Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.3_1	Capital	CAN.2.3.3_1	Capital G	NE
1949623550																										RBCM:Botany:V174863									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V174863	V174863	2424	Harvey Janszen		1											PRESENT	sheet, pressed																		1994-08-27T00:00:00				1994	8	27	27/08/1994											NORTH_AMERICA				CA	British Columbia	Gulf Islands		Saturna Island; Boat Passage: shoreline 300 m S of Boat Passage	shoreline 300 m S of Boat Passage	1 m			1	1			48.811111	-123.187778				UTM								Source																								Peter Zika		2004-01-01T00:00:00			IDD:  20040000; Zika from WTU	https://www.gbif.org/species/2891774								Impatiens capensis Meerb.	Impatiens capensis Meerb.							Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae		Impatiens	Impatiens			capensis			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:39.693Z	1.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	2891774	2891774	6	7707728	220	1353	6699	2891766		2891774	Impatiens capensis	Impatiens capensis Meerb.	Impatiens capensis Meerb.		DWC_ARCHIVE	2022-09-08T20:46:39.693Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.3_1	Capital	CAN.2.3.3_1	Capital G	LC
1949623541																										RBCM:Botany:V174870									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V174870	V174870	2415	Harvey Janszen		1											PRESENT	sheet, pressed																		1985-04-17T00:00:00				1985	4	17	17/04/1985											NORTH_AMERICA				CA	British Columbia	Gulf Islands		Saltspring Island; Maxwell, Mount: SW face of Mount Maxwell	SW face of Mount Maxwell	30 m			30	30			48.805278	-123.536111				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/2651595								Aspidotis densa (Brack.) Lellinger	Aspidotis densa (Brackenr.) Lellinger							Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae		Aspidotis	Aspidotis			densa			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:35.499Z	30.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	2651595	2651595	6	7707728	7228684	392	2367	2651592		2651595	Aspidotis densa	Aspidotis densa (Brack.) Lellinger	Aspidotis densa (Brackenr.) Lellinger		DWC_ARCHIVE	2022-09-08T20:46:35.499Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.3_1	Capital	CAN.2.3.2_1	Capital F	NE
1949623540																										RBCM:Botany:V174843									en	CC_BY_4_0											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PRESERVED_SPECIMEN			Conservation Status:CDC: Not Listed	RBCM:Botany:V174843	V174843	2588	Harvey Janszen		1											PRESENT	sheet, pressed																		1996-09-02T00:00:00				1996	9	2	02/09/1996											NORTH_AMERICA				CA	British Columbia	Lower Fraser Valley		Marion Lake; North Alouette River: UBC Research Forest, just below Marion Lake	UBC Research Forest, just below Marion Lake	290 m			290	290		On sandy river shore dominated by Alnus rubra, Thuja plicata, Rubus spectabilis; 10 plants with Spirea douglasii, Physocarpus capitatus, Equisetum arvense, Lycopus uniflorus	49.295833	-122.545556				UTM								Source																								Harvey Janszen						https://www.gbif.org/species/2723539								Carex kelloggii W.Boott	Carex kelloggii Boott in S. Wats.							Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae		Carex	Carex			kelloggii			SPECIES				ACCEPTED			2d18c666-ee2b-40a3-a708-280ea19c0fbc	CA	2022-09-08T20:46:39.692Z	290.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;DIFFERENT_OWNER_INSTITUTION		true	false	2723539	2723539	6	7707728	196	1369	7708	2721893		2723539	Carex kelloggii	Carex kelloggii W.Boott	Carex kelloggii Boott in S. Wats.		DWC_ARCHIVE	2022-09-08T20:46:39.692Z	2022-04-25T07:53:32.309Z	false		CAN	Canada	CAN.2_1	British Columbia	CAN.2.14_1	Greater Vancouver	CAN.2.14.18_1	Maple Ridge	NE
