gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1949547679																										RBCM:Botany:V098606									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098606	V098606	1017	Harvey Janszen		1																															1979-04-20				1979	04	20	20/04/1979											North America				Canada	CA	British Columbia																48.78416667	-123.285																BC Geographical Names Information Service database (BCGNIS), GeoBC Branch, FLNRO/ update cycle: continuous	Lat/Long Approximate																							Kendrick Marr		2015-03-03			Reviewed for VFBC	https://www.gbif.org/species/3085376								Moehringia macrophylla (Hook.) Fenzl	Moehringia macrophylla (Hook.) Fenzl							Plantae	Spermatophyta	Dicotyledonae	Caryophyllales	Caryophyllaceae		Moehringia				macrophylla			species		(Hook.) Fenzl			accepted		
1949547677																										RBCM:Botany:V098620									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098620	V098620	1025	Harvey Janszen		1												sheet, pressed																			1979-04-20				1979	04	20	20/04/1979											North America				Canada	CA	British Columbia	Gulf Islands														Pinder-Moss, John H. 20050217	48.78333333	-123.2833333																British Columbia Digital Gazetteer, 1996																								Laurel Anderton		2005-01-01			IDD:  20050000; Anderton of Intermountain Herbarium - Utah State University	https://www.gbif.org/species/4932863								Bromus carinatus Hook. & Arn. var. marginatus (Nees) Barkw. & Anderton	Bromus marginatus Steud.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				carinatus	marginatus		variety		(Nees) Barkw. & Anderton			synonym		
1949547674																										RBCM:Botany:V098648									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098648	V098648	1330	Harvey Janszen		1												sheet, pressed																			1979-07-07				1979	07	07	07/07/1979											North America				Canada	CA	British Columbia	Gulf Islands		Saltspring Island; Booth Bay: Booth Canal	Booth Canal											Moores, Karen 19980924	48.75	-123.4833333																Gazetteer of Canada: British Columbia, 1985																								Michael Harvey		1991-01-01				https://www.gbif.org/species/2706435								Agrostis stolonifera L.	Agrostis stolonifera L.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Agrostis				stolonifera			species		L.			accepted		
1949547673																										RBCM:Botany:V098659									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098659	V098659	1480	Harvey Janszen		1												sheet, pressed																			1979-08-14				1979	08	14	14/08/1979											North America				Canada	CA	British Columbia	Gulf Islands		Saltspring Island; Bruce, Mount: E of Mount Bruce	E of Mount Bruce	396.24		1300 ft.					396.24	396.24																																												T. Brayshaw		1981-11-17				https://www.gbif.org/species/8343988								Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson	Ranunculus reptans L.							Plantae	Spermatophyta	Dicotyledonae	Ranunculales	Ranunculaceae		Ranunculus				flammula	ovalis		variety		(Bigel.) Benson			synonym		
1949547672																										RBCM:Botany:V098592									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098592	V098592	1343	Harvey Janszen		1												sheet, pressed																			1979-07-07				1979	07	07	07/07/1979											North America				Canada	CA	British Columbia	Gulf Islands		Mayne Island: E of Piggot Bay	E of Piggot Bay												48.85	-123.2833333																																								Michael Harvey		1991-01-01				https://www.gbif.org/species/2706435								Agrostis stolonifera L.	Agrostis stolonifera L.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Agrostis				stolonifera			species		L.			accepted		
1949547671																										RBCM:Botany:V098630									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098630	V098630	998	Harvey Janszen		1												sheet, pressed																			1979-04-20				1979	04	20	20/04/1979											North America				Canada	CA	British Columbia	Gulf Islands														J. Pinder-Moss 20110316	48.75	-123.2666667																	Lat/Long Approximate																							Kendrick Marr		2016-10-21				https://www.gbif.org/species/2891488								Geranium molle L.	Geranium molle L.							Plantae	Spermatophyta	Dicotyledonae	Geraniales	Geraniaceae		Geranium				molle			species		L.			accepted		
1949547670																										RBCM:Botany:V098693									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098693	V098693	1515	Harvey Janszen		1												sheet, pressed																			1979-08-15				1979	08	15	15/08/1979											North America				Canada	CA	British Columbia	Gulf Islands																																																								W. Dietrich		1981-01-01			IDD:  19810000; Dietrich from Missouri Botanical Garden & University of Dusseldorf	https://www.gbif.org/species/3188894								Oenothera glazioviana Micheli	Oenothera glazioviana Micheli							Plantae	Spermatophyta	Dicotyledonae	Myrtales	Onagraceae		Oenothera				glazioviana			species		Micheli			accepted		
1949547663																										RBCM:Botany:V098661									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098661	V098661	1482	Harvey Janszen		1												sheet, pressed																			1979-08-14				1979	08	14	14/08/1979											North America				Canada	CA	British Columbia	Gulf Islands		Saltspring Island; Bruce, Mount: E side of Mount Bruce.	E side of Mount Bruce.	396.24		1300 ft.					396.24	396.24		Joan Kerik 2000	48.76666667	-123.5																British Columbia Digital Gazetteer, 1996																								Adolf Ceska		2000-01-08				https://www.gbif.org/species/2723549								Carex lenticularis Michx. var. limnophila (Holm) Cronq.	Carex kelloggii Boott							Plantae	Spermatophyta	Monocotyledonae	Poales	Cyperaceae		Carex				lenticularis	limnophila		variety		(Holm) Cronq.			synonym		
1949547660																										RBCM:Botany:V098651									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098651	V098651	1333	Harvey Janszen		1												sheet, pressed																			1979-07-07				1979	07	07	07/07/1979											North America				Canada	CA	British Columbia																																																									Mary Barkworth		1990-01-01			IDD:  19900000; Intermountain Herbarium - Utah State University	https://www.gbif.org/species/2706066								Hordeum brachyantherum Nevski	Hordeum brachyantherum Nevski							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Hordeum				brachyantherum			species		Nevski			accepted		
1949547657																										RBCM:Botany:V098623									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098623	V098623	1221	Harvey Janszen		1												sheet, pressed																			1979-06-19				1979	06	19	19/06/1979											North America				Canada	CA	British Columbia	Gulf Islands		North Pender Island: North Pender Island	North Pender Island												48.78333333	-123.2833333																																								R. Soreng		1993-01-01				https://www.gbif.org/species/8300875								Poa trivialis L.	Poa trivialis L.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Poa				trivialis			species		L.			accepted		
1949547650																										RBCM:Botany:V098588									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098588	V098588	1223	Harvey Janszen		1												sheet, pressed																			1979-06-19				1979	06	19	19/06/1979											North America				Canada	CA	British Columbia	Gulf Islands														Pinder-Moss, John 19990225	48.78333333	-123.2833333																Gazetteer of Canada: British Columbia, 1985																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/5341297								Prunella vulgaris L.	Prunella vulgaris L.							Plantae	Spermatophyta	Dicotyledonae	Lamiales	Lamiaceae		Prunella				vulgaris			species		L.			accepted		
1949547649																										RBCM:Botany:V098632									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098632	V098632	996	Harvey Janszen		1												sheet, pressed																			1979-04-20				1979	04	20	20/04/1979											North America				Canada	CA	British Columbia	Gulf Islands														King, Marion; 19990721	48.78333333	-123.2833333																Gazetteer of Canada																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/3046230								Cardamine oligosperma Nutt. var. oligosperma	Cardamine oligosperma Nutt.							Plantae	Spermatophyta	Dicotyledonae	Brassicales	Brassicaceae		Cardamine				oligosperma	oligosperma		variety					synonym		
1949547645																										RBCM:Botany:V098383									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098383	V098383	1278	Harvey Janszen		1												sheet, pressed																			1979-06-28				1979	06	28	28/06/1979											North America				Canada	CA	British Columbia	Gulf Islands		Galiano Island: Sec-L-66	Sec-L-66											Joan Kerik 2000	48.93333333	-123.45																British Columbia Digital Gazetteer, 1996																								Jenifer Penny		2000-02-08				https://www.gbif.org/species/2726268								Carex utriculata Boott	Carex utriculata Boott							Plantae	Spermatophyta	Monocotyledonae	Poales	Cyperaceae		Carex				utriculata			species		Boott			accepted		
1949547640																										RBCM:Botany:V098622									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098622	V098622	1012	Harvey Janszen		1												sheet, pressed																			1979-04-20				1979	04	20	20/04/1979											North America				Canada	CA	British Columbia			Otter Bay: North Pender Island	North Pender Island											roadside waste	48.78333333	-123.2833333																																								William Crins		1989-01-01				https://www.gbif.org/species/5290081								Alopecurus pratensis L.	Alopecurus pratensis L.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Alopecurus				pratensis			species		L.			accepted		
1949547639																										RBCM:Botany:V098535									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098535	V098535	1205	Harvey Janszen		1												sheet, pressed																			1979-06-19				1979	06	19	19/06/1979											North America				Canada	CA	British Columbia	Gulf Islands														Pinder-Moss, John H., 20050224	48.8	-123.2666667																British Columbia Digital Gazetteer, 1996																								Laurel Anderton		2005-01-01			IDD:  20050000; Anderton of Intermountain Herbarium - Utah State University	https://www.gbif.org/species/2703712								Bromus carinatus Hook. & Arn. var. carinatus								Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				carinatus	carinatus		variety					accepted		
1949547633																										RBCM:Botany:V098522									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098522	V098522	1432	Harvey Janszen		1												sheet, pressed																			1979-07-25				1979	07	25	25/07/1979											North America				Canada	CA	British Columbia	Gulf Islands														Joan Kerik 2000	48.80833333	-123.1975																Computer Gazetteer																								Harvey Janszen		1979-07-25				https://www.gbif.org/species/2704691								Puccinellia nuttalliana (J.A. Schult.) A.S. Hitchc.	Puccinellia nuttalliana (J.A. Schult.) A.S. Hitchc.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Puccinellia				nuttalliana			species		(J.A. Schult.) A.S. Hitchc.			accepted		
1949547627																										RBCM:Botany:V098536									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098536	V098536	1209	Harvey Janszen		1												sheet, pressed																			1979-06-19				1979	06	19	19/06/1979											North America				Canada	CA	British Columbia	Gulf Islands														Pinder-Moss, John 19980624	48.8	-123.2666667																Gazetteer of Canada: British Columbia, 1985																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/4129708								Lolium multiflorum Lam.	Lolium multiflorum Lam.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Lolium				multiflorum			species		Lam.			accepted		
1949547609																										RBCM:Botany:V098538									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098538	V098538	1055	Harvey Janszen		1												sheet, pressed																			1979-05-12				1979	05	12	12/05/1979											North America				Canada	CA	British Columbia	Gulf Islands		Saturna Island: garden	garden											King, Marion 19990113	48.8	-123.2																Gazetteer of Canada: British Columbia, 1985																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/3052436								Arabidopsis thaliana (L.) Heynh.	Arabidopsis thaliana (L.) Heynh.							Plantae	Spermatophyta	Dicotyledonae	Brassicales	Brassicaceae		Arabidopsis				thaliana			species		(L.) Heynh.			accepted		
1949547602																										RBCM:Botany:V098520									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098520	V098520	1430	Harvey Janszen		1																															1979-07-25				1979	07	25	25/07/1979											North America				Canada	CA	British Columbia															Mar-15	48.80805556	-123.1986111																BC Geographical Names Information Service database (BCGNIS), GeoBC Branch, FLNRO/ update cycle: continuous	Lat/Long Approximate																							Kendrick Marr		2015-10-03			Reviewed for VFBC	https://www.gbif.org/species/3813016								Spergularia canadensis (Pers.) G. Don var. occidentalis Rossbach.	Spergularia canadensis (Pers.) G.Don							Plantae	Spermatophyta	Dicotyledonae	Caryophyllales	Caryophyllaceae		Spergularia				canadensis	occidentalis		variety		Rossbach.			synonym		
1949547599																										RBCM:Botany:V098672									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098672	V098672	1493	Harvey Janszen		1												sheet, pressed																			1979-08-14				1979	08	14	14/08/1979											North America				Canada	CA	British Columbia	Gulf Islands		Saltspring Island; Bruce, Mount: On lake E of Mount Bruce.	On lake E of Mount Bruce.	457.2		1500 ft.					457.2	457.2		Joan Kerik 2000	48.75	-123.4833333																British Columbia Digital Gazetteer, 1996																								Jenifer Penny		2000-02-08				https://www.gbif.org/species/2726268								Carex utriculata Boott	Carex utriculata Boott							Plantae	Spermatophyta	Monocotyledonae	Poales	Cyperaceae		Carex				utriculata			species		Boott			accepted		
1949547597																										RBCM:Botany:V098609									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098609	V098609	1024	Harvey Janszen		1												sheet, pressed																			1979-04-20				1979	04	20	20/04/1979											North America				Canada	CA	British Columbia			Gulf Islands; North Pender Island: Oaks Bluff	Oaks Bluff												48.78333333	-123.2833333																																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/5341177								Myosotis discolor Pers.	Myosotis discolor Pers.							Plantae	Spermatophyta	Dicotyledonae	Boraginales	Boraginaceae		Myosotis				discolor			species		Pers.			accepted		
1949547594																										RBCM:Botany:V098638									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098638	V098638	1003	Harvey Janszen		1												sheet, pressed								some reproduction											1979-04-20				1979	04	20	20/04/1979											North America				Canada	CA	British Columbia	Gulf Islands														Griffiths, Felice M.V. 20030130	48.78333333	-123.2833333																British Columbia Digital Gazetteer, 1996																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/8639884								Quercus garryana Dougl.	Quercus garryana Dougl. ex Hook.							Plantae	Spermatophyta	Dicotyledonae	Fagales	Fagaceae		Quercus				garryana			species		Dougl.			synonym		
1949547592																										RBCM:Botany:V098664									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098664	V098664	1485	Harvey Janszen		1												sheet, pressed																			1979-01-01				1979			01/01/1979											North America				Canada	CA	British Columbia	Gulf Islands		Saltspring Island; Bruce, Mount: E side of Mount Bruce.	E side of Mount Bruce.	396.24		1300 ft.					396.24	396.24		Joan Kerik 200	48.75	-123.4833333																British Columbia Digital Gazetteer, 1996																								Jenifer Penny		2000-02-08				https://www.gbif.org/species/2726663								Carex exsiccata Bailey	Carex exsiccata Bailey							Plantae	Spermatophyta	Monocotyledonae	Poales	Cyperaceae		Carex				exsiccata			species		Bailey			accepted		
1949547589																										RBCM:Botany:V098613									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen				RBCM:Botany:V098613	V098613	1450	Harvey Janszen		1												sheet, pressed																			1979-07-27				1979	07	27	27/07/1979											North America				Canada	CA	British Columbia	Gulf Islands		"Browning, Port; North Pender Island: original label reads: ""Browning Harbour, North Pender Island"""	"original label reads: ""Browning Harbour, North Pender Island"""											Pinder-Moss, John H. 20041210	48.76666667	-123.2666667																British Columbia Digital Gazetteer, 1996																								Frank Lomer		2004-08-12				https://www.gbif.org/species/3083650								Atriplex								Plantae	Spermatophyta	Dicotyledonae	Caryophyllales	Amaranthaceae		Atriplex												accepted		
1949547580																										RBCM:Botany:V098556									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098556	V098556	1457	Harvey Janszen		1												sheet, pressed																			1979-07-27				1979	07	27	27/07/1979											North America				Canada	CA	British Columbia	Gulf Islands														Macgregor, Jean 19970920	48.78333333	-123.2833333																Gazetteer of Canada: British Columbia, 1985																								Jeffery Saarela		2009-01-01				https://www.gbif.org/species/2703760								Bromus diandrus Roth	Bromus diandrus Roth							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				diandrus			species		Roth			accepted		
1949547574																										RBCM:Botany:V098637									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098637	V098637	1002	Harvey Janszen		1												sheet, pressed																			1979-04-20				1979	04	20	20/04/1979											North America				Canada	CA	British Columbia	Gulf Islands														Wingfield-Digby, Ron; 19980201	48.75	-123.2666667																Gazetteer of Canada: British Columbia, 1985																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/5376011								Arabis glabra (L.) Bernh.	Turritis glabra L.							Plantae	Spermatophyta	Dicotyledonae	Brassicales	Brassicaceae		Arabis				glabra			species		(L.) Bernh.			synonym		
1949547573																										RBCM:Botany:V098567									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098567	V098567	1466	Harvey Janszen		1												sheet, pressed																			1979-08-07				1979	08	07	07/08/1979											North America				Canada	CA	British Columbia	Gulf Islands		Mayne Island: Handscrabble Farm	Handscrabble Farm											Joan Kerik 2002	48.85	-123.2833333																British Columbia Digital Gazetteer, 1996																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/5289756								Phalaris arundinacea L.	Phalaris arundinacea L.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Phalaris				arundinacea			species		L.			accepted		
1949547571																										RBCM:Botany:V098604									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098604	V098604	1013	Harvey Janszen		1												sheet, pressed																			1959-04-20				1959	04	20	20/04/1959											North America				Canada	CA	British Columbia															sedge fens; roadside ditches																																										Adolf Ceska		1981-01-01				https://www.gbif.org/species/7924597								Equisetum arvense L.	Equisetum arvense L.							Plantae	Equisetophyta	Equisetopsida	Equisetales	Equisetaceae		Equisetum				arvense			species		L.			accepted		
1949547567																										RBCM:Botany:V098565									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen				RBCM:Botany:V098565	V098565	1464	Harvey Janszen		1												sheet, pressed																			1979-08-07				1979	08	07	07/08/1979											North America				Canada	CA	British Columbia	Gulf Islands		Mayne Island: Hardscrabble Farm	Hardscrabble Farm											Pinder-Moss, John H. 20070502	48.85	-123.2833333																British Columbia Digital Gazetteer, 1996																								Adolf Ceska		2007-01-01				https://www.gbif.org/species/2984253								Myriophyllum								Plantae	Spermatophyta	Dicotyledonae	Saxifragales	Haloragaceae		Myriophyllum												accepted		
1949547564																										RBCM:Botany:V098657									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V098657	V098657	1479	Harvey Janszen		1												sheet, pressed																			1979-08-14				1979	08	14	14/08/1979											North America				Canada	CA	British Columbia	Gulf Islands		Saltspring Island: Musgrave Road	Musgrave Road											Wingfield-Digby, Ron 20020218	48.75	-123.4833333																British Columbia Digital Gazetteer, 1996																								Hans Roemer		1980-01-11				https://www.gbif.org/species/6313344								Agrostis exarata Trin. ssp. minor (Hook.) C.L. Hitchc.	Agrostis exarata Trin.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Agrostis				exarata	minor		subspecies		(Hook.) C.L. Hitchc.			synonym		
