gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1949618385																										RBCM:Botany:V170083									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Blue	RBCM:Botany:V170083	V170083	2473B	Harvey Janszen		1												sheet, pressed								1 plant											1996-07-20				1996	07	20	20/07/1996											North America				Canada	CA	British Columbia					75		75 m					75	75		in open water of riparian marsh dominated by Phalaris arundinacea & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris & Elodea canadensis	49.02638889	-122.6577778					10U 54302N 5249E			UTM																																Harvey Janszen		1996-01-01				https://www.gbif.org/species/2723525								Carex lenticularis Michx.	Carex lenticularis Michx.							Plantae	Spermatophyta	Monocotyledonae	Poales	Cyperaceae		Carex				lenticularis			species		Michx.			accepted		CDC Status + Synonymy updated 2016 Jan 25 (JC)
1949618365																										RBCM:Botany:V170096									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V170096	V170096	2486	Harvey Janszen		1												sheet, pressed								population of 100 plants											1996-07-21				1996	07	21	21/07/1996											North America				Canada	CA	British Columbia					30		30 m					30	30		on sandy shore of rapid flowing river dominated by Carex stipata, Scirpus microcarpa, Solanum dulcamara with Juncus	49.07638889	-121.9761111					10U 54360N 5749E			UTM																																Harvey Janszen		1996-01-01				https://www.gbif.org/species/5301191								Potamogeton foliosus Raf.	Potamogeton foliosus Raf.							Plantae	Spermatophyta	Monocotyledonae	Alismatales	Potamogetonaceae		Potamogeton				foliosus			species		Raf.			accepted		
1949618340																										RBCM:Botany:V170095									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V170095	V170095	2485	Harvey Janszen		1												sheet, pressed								population of 50 plants											1996-07-20				1996	07	20	20/07/1996											North America				Canada	CA	British Columbia	Lower Mainland				75		75 m					75	75		in riparian marsh dominated by Phalaris arundinacea & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris	49.02638889	-122.6577778					10U 54302N 5249E			UTM																																S. Smith		2002-01-01			IDD:  20020000; S. Galen Smith from University of Wisconsin-Madison (WIS) working on a Flora of North America project. Smith identifies one stem of E. macrostachya mounted seperately on same sheet.	https://www.gbif.org/species/2717467								Eleocharis obtusa (Willd.) Schult.	Eleocharis obtusa (Willd.) Schult.							Plantae	Spermatophyta	Monocotyledonae	Poales	Cyperaceae		Eleocharis				obtusa			species		(Willd.) Schult.			accepted		
1949618311																										RBCM:Botany:V170094									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V170094	V170094	2484	Harvey Janszen		1												sheet, pressed								population of circa 20 plants											1996-07-20				1996	07	20	20/07/1996											North America				Canada	CA	British Columbia					75		75 m					75	75		in open water of riparian marsh dominated by Phalaris arundinacea & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris & Elodea canadensis	49.02638889	-122.6577778					10U 54302N 5249E			UTM																																Harvey Janszen		1996-01-01				https://www.gbif.org/species/3172427								Utricularia vulgaris L.	Utricularia vulgaris L.							Plantae	Spermatophyta	Dicotyledonae	Lamiales	Lentibulariaceae		Utricularia				vulgaris			species		L.			accepted		
1949618284																										RBCM:Botany:V170077									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V170077	V170077	2467	Harvey Janszen		1												sheet, pressed								population of 50 plants											1996-07-09				1996	07	09	09/07/1996											North America				Canada	CA	British Columbia	Gulf Islands				250		250 m					250	250		in sedge fen dominated by Carex obnupta, C. exsiccata, Oenanthe sarmentosa with C. rostrata, Galium trifidum, Scirpus microcarpus & Veronica scutellata	48.78833333	-123.1272222					10U 54038N 4908E			UTM																																Harvey Janszen		1996-01-01				https://www.gbif.org/species/2722696								Carex arcta Boott	Carex arcta Boott							Plantae	Spermatophyta	Monocotyledonae	Poales	Cyperaceae		Carex				arcta			species		Boott			accepted		
1949618283																										RBCM:Botany:V170073									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V170073	V170073	2462	Harvey Janszen		1												sheet, pressed																			1996-06-01				1996	06	01	01/06/1996											North America				Canada	CA	British Columbia	Gulf Islands				1		1 m					1	1		on sandy beach dominated by Bromus tectorum	48.79916667	-123.0833333					10U 54050N 4937E			UTM																																Harvey Janszen		1996-01-01				https://www.gbif.org/species/5356412								Lathyrus palustris L.	Lathyrus palustris L.							Plantae	Spermatophyta	Dicotyledonae	Fabales	Fabaceae		Lathyrus				palustris			species		L.			accepted		
1949617402																										RBCM:Botany:V168985									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Blue	RBCM:Botany:V168985	V168985	2457	Harvey Janszen		1												sheet, pressed								population circa 150 plants and several clumps											1996-05-30				1996	05	30	30/05/1996											North America				Canada	CA	British Columbia	Gulf Islands		Deadman Islands: rock off E and W end of islands	rock off E and W end of islands	0		0 m					0	0			48.84833333	-123.4666667					10U 54104N 4657E			UTM																																Harvey Janszen		1996-01-01				https://www.gbif.org/species/2857202								Allium geyeri S.Wats. var. tenerum M.E. Jones	Allium geyeri M.E. Jones							Plantae	Spermatophyta	Monocotyledonae	Asparagales	Amaryllidaceae		Allium				geyeri	tenerum		variety		M.E. Jones			accepted		CDC Status + Synonymy updated 2016 Jan 25 (JC)
1949617157																										RBCM:Botany:V168647									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V168647	V168647	2458	Harvey Janszen		1												sheet, pressed								population of 250 plants											1996-05-30				1996	05	30	30/05/1996											North America				Canada	CA	British Columbia	Gulf Islands		Deadman Islands: rock off E end of islands	rock off E end of islands	3		3 m					3	3		in shallow soil pockets on sandstone dominated by Geranium carolinianum & Polygonum douglasii var. spergulariiforme with Grindelia integrifolia	48.84833333	-123.4666667					10U 54104N 4657E			UTM																																Harvey Janszen		1996-01-01				https://www.gbif.org/species/2890623								Geranium carolinianum L.	Geranium carolinianum L.							Plantae	Spermatophyta	Dicotyledonae	Geraniales	Geraniaceae		Geranium				carolinianum			species		L.			accepted		
1949613441																										RBCM:Botany:V164875									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V164875	V164875	1179	Harvey Janszen		1												sheet, pressed																			1979-06-08				1979	06	08	08/06/1979											North America				Canada	CA	British Columbia	Gulf Islands		Galiano Island: section L-19	section L-19																																																					Harvey Janszen		1979-01-01				https://www.gbif.org/species/3006084								Rosa eglanteria L.	Rosa rubiginosa L.							Plantae	Spermatophyta	Dicotyledonae	Rosales	Rosaceae		Rosa				eglanteria			species		L.			synonym		
1949609799																										RBCM:Botany:V161192									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V161192	V161192	F	Harvey Janszen		1												sheet, pressed								branches mostly spreading											1983-06-02				1983	06	02	02/06/1983											North America				Canada	CA	British Columbia	Gulf Islands		Elliot Bluff; Saturna Island: Old Point by farrows??	Old Point by farrows??											Starck-Nielsen, Phon 19960717	48.78333333	-123.2166667																Gazetteer of Canada: British Columbia, 1985																								Curtis Bjork		2015-01-03				https://www.gbif.org/species/3032698								Tellima grandiflora (Pursh) Dougl. ex Lindl.	Tellima grandiflora (Pursh) Dougl. ex Lindl.							Plantae	Spermatophyta	Dicotyledonae	Saxifragales	Saxifragaceae		Tellima				grandiflora			species		(Pursh) Dougl. ex Lindl.			accepted		
1949609641																										RBCM:Botany:V161196									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V161196	V161196	B	Harvey Janszen		1												sheet, pressed								tighter clump than other apparent B. carinatus; leaves tending to involve no auricles											1983-05-30				1983	05	30	30/05/1983											North America				Canada	CA	British Columbia	Gulf Islands		Saturna Island: Saturna Beach; from shelf above beach	Saturna Beach; from shelf above beach											Starck-Nielsen,Phon 19960718	48.78333333	-123.1833333																Gazetteer of Canada: British Columbia, 1985																								Kendrick Marr		2006-11-23				https://www.gbif.org/species/4932863								Bromus carinatus Hook. & Arn. var. marginatus (Nees) Barkw. & Anderton	Bromus marginatus Steud.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				carinatus	marginatus		variety		(Nees) Barkw. & Anderton			synonym		
1949609631																										RBCM:Botany:V161197									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V161197	V161197	A	Harvey Janszen		1												sheet, pressed								branches erect spreading to L at anthesis											1983-05-30				1983	05	30	30/05/1983											North America				Canada	CA	British Columbia	Gulf Islands		Saturna Island: Saturna Beach; ridge above beach	Saturna Beach; ridge above beach											Starck-Nielsen, Phon 19960718	48.78333333	-123.1833333																Gazetteer of Canada: British Columbia, 1985																								Kendrick Marr		2006-11-23				https://www.gbif.org/species/2703712								Bromus carinatus Hook. & Arn. var. carinatus								Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				carinatus	carinatus		variety					accepted		
1949609480																										RBCM:Botany:V161194									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V161194	V161194	D	Harvey Janszen		1												sheet, pressed								branches erect-spreading											1983-05-30				1983	05	30	30/05/1983											North America				Canada	CA	British Columbia	Gulf Islands														Starck-Nielsen, Phon 19960717	48.76666667	-123.1833333																																								Kendrick Marr		2006-11-23				https://www.gbif.org/species/2703712								Bromus carinatus Hook. & Arn. var. carinatus								Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				carinatus	carinatus		variety					accepted		
1949609469																										RBCM:Botany:V161193									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V161193	V161193	E	Harvey Janszen		1												sheet, pressed								large robust plant											1983-05-30				1983	05	30	30/05/1983											North America				Canada	CA	British Columbia	Gulf Islands		Payne Point; Saturna Island: along Payne Road	along Payne Road											Starck-Nielsen, Phon 19960717	48.8	-123.2166667																Gazetteer of Canada: British Columbia, 1985																								Leon Pavlick		1984-01-03				https://www.gbif.org/species/2703653								Bromus pacificus Shear	Bromus pacificus Shear							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				pacificus			species		Shear			accepted		
1949609441																										RBCM:Botany:V161195									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V161195	V161195	C	Harvey Janszen		1												sheet, pressed								branches mostly erect but before arthesis											1983-05-30				1983	05	30	30/05/1983											North America				Canada	CA	British Columbia	Gulf Islands														Starck-Nielsen, Phon 19960717	48.8	-123.2																Gazetteer of Canada: British Columbia, 1985																								Kendrick Marr		2006-11-23				https://www.gbif.org/species/2703712								Bromus carinatus Hook. & Arn. var. carinatus								Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				carinatus	carinatus		variety					accepted		
1949605118																										RBCM:Botany:V156488									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V156488	V156488	1113	Harvey Janszen		1												sheet, pressed																			1979-06-04				1979	06	04	04/06/1979											North America				Canada	CA	British Columbia	Gulf Islands		Mayne Island: below Hall Hill	below Hall Hill											Moores, Karen 19981015	48.85	-123.2833333																Gazetteer of Canada: British Columbia, 1985																								Harvey Janszen		1979-01-01				https://www.gbif.org/species/2703190								Deschampsia elongata (Hook.) Munro ex Benth.	Deschampsia elongata (Hook.) Munro ex Benth.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Deschampsia				elongata			species		(Hook.) Munro ex Benth.			accepted		
1949594067																										RBCM:Botany:V145312									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V145312	V145312	1196	Harvey Janszen		1												sheet, pressed																			1979-06-08				1979	06	08	08/06/1979											North America				Canada	CA	British Columbia			Galiano Island: sec-L-20	sec-L-20											Feb 2015; Used Island Feature	48.92305556	-123.4386111																BC Geographical Names Information Service database (BCGNIS), GeoBC Branch, FLNRO/ update cycle: continuous	Lat/Long Approximate																							Kendrick Marr		2014-11-21			Reviewed for VFBC	https://www.gbif.org/species/3085402								Sagina procumbens L.	Sagina procumbens L.							Plantae	Spermatophyta	Dicotyledonae	Caryophyllales	Caryophyllaceae		Sagina				procumbens			species		L.			accepted		
1949578640																										RBCM:Botany:V129563									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129563	V129563	2307	Harvey Janszen		1												sheet, pressed																			1984-07-04				1984	07	04	04/07/1984											North America				Canada	CA	British Columbia	Gulf Islands		Saturna Island; Winter Cove: Drainage into Winter Cove.	Drainage into Winter Cove.												48.81666667	-123.1833333																British Columbia Digital Gazetteer, 1996																								Adolf Ceska		2000-01-08				https://www.gbif.org/species/2723537								Carex lenticularis Michx. var. lipocarpa (Holm) Standley	Carex kelloggii Boott							Plantae	Spermatophyta	Monocotyledonae	Poales	Cyperaceae		Carex				lenticularis	lipocarpa		variety		(Holm) Standley			synonym		
1949578624																										RBCM:Botany:V129597									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen				RBCM:Botany:V129597	V129597	s.n.	Harvey Janszen		1												sheet, pressed																			1984-06-06				1984	06	06	06/06/1984											North America				Canada	CA	British Columbia			Ashcroft: Bonaparte Creek, 0.5 mile from Thompson River	Bonaparte Creek, 0.5 mile from Thompson River																																																					Harvey Janszen		1984-01-01				https://www.gbif.org/species/2705475								Glyceria								Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Glyceria												accepted		
1949578615																										RBCM:Botany:V129517									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129517	V129517	s.n.	Harvey Janszen		1												sheet, pressed																																					North America				Canada	CA	British Columbia	Thompson-Okanagan														Pinder-Moss, John 19990222	50.7	-121.2333333																Gazetteer of Canada: British Columbia, 1985																								Gerald Mulligan		1998-01-01				https://www.gbif.org/species/3044743								Alyssum desertorum Stapf	Alyssum desertorum Stapf							Plantae	Spermatophyta	Dicotyledonae	Brassicales	Brassicaceae		Alyssum				desertorum			species		Stapf			accepted		
1949578609																										RBCM:Botany:V129526									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129526	V129526	s.n.	Harvey Janszen		1												sheet, pressed								high gravel sagebrush slopes											1984-06-06				1984	06	06	06/06/1984											North America				Canada	CA	British Columbia																50.71666667	-121.2833333																																								Harvey Janszen		1984-01-01				https://www.gbif.org/species/2926074								Lithospermum incisium Lehm.	Lithospermum incisum Lehm.							Plantae	Spermatophyta	Dicotyledonae	Boraginales	Boraginaceae		Lithospermum				incisium			species		Lehm.			accepted		
1949578601																										RBCM:Botany:V129510									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129510	V129510		Harvey Janszen		1												sheet, pressed																			1984-06-07				1984	06	07	07/06/1984											North America				Canada	CA	British Columbia																																																									Harvey Janszen		1984-01-01				https://www.gbif.org/species/5371704								Actaea rubra (Ait.) Willd.	Actaea rubra (Ait.) Willd.							Plantae	Spermatophyta	Dicotyledonae	Ranunculales	Ranunculaceae		Actaea				rubra			species		(Ait.) Willd.			accepted		
1949578573																										RBCM:Botany:V129591									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129591	V129591	s.n.	Harvey Janszen		1												sheet, pressed																			1984-06-07				1984	06	07	07/06/1984											North America				Canada	CA	British Columbia			Ashcroft; Barns Lake: Ashcroft; Barnes Lake	Ashcroft; Barnes Lake											sandy lakeshore																																										Harvey Janszen		1984-01-01				https://www.gbif.org/species/3033430								Ranunculus macounii Britt.	Ranunculus macounii Britt.							Plantae	Spermatophyta	Dicotyledonae	Ranunculales	Ranunculaceae		Ranunculus				macounii			species		Britt.			accepted		
1949578549																										RBCM:Botany:V129549									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129549	V129549	2374	Harvey Janszen		1												sheet, pressed																			1984-06-02				1984	06	02	02/06/1984											North America				Canada	CA	British Columbia	Gulf Islands														Pinder-Moss, John H. 20090106	48.93333333	-123.45																																								Jeffery Saarela		2009-01-01				https://www.gbif.org/species/2703760								Bromus diandrus Roth	Bromus diandrus Roth							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Bromus				diandrus			species		Roth			accepted		
1949578548																										RBCM:Botany:V129567									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Yellow	RBCM:Botany:V129567	V129567	2369	Harvey Janszen		1																															1984-06-02				1984	06	02	02/06/1984											North America				Canada	CA	British Columbia			"Matthews Point: Galiano Island; original label read ""mathews"""	"Galiano Island; original label read ""mathews"""											Feb-15	48.86138889	-123.3286111																BC Geographical Names Information Service database (BCGNIS), GeoBC Branch, FLNRO/ update cycle: continuous	Lat/Long Approximate																							Kendrick Marr		2014-11-20			Reviewed for VFBC	https://www.gbif.org/species/3808643								Sagina decumbens (Ell.) T. & G. ssp. occidentalis (S. Wats.) Crow	Sagina decumbens (S. Wats.) Crow							Plantae	Spermatophyta	Dicotyledonae	Caryophyllales	Caryophyllaceae		Sagina				decumbens	occidentalis		subspecies		(S. Wats.) Crow			accepted		CDC Status updated 2016 Feb 02 (JC)
1949578547																										RBCM:Botany:V129547									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Red | COSEWIC: Threatened	RBCM:Botany:V129547	V129547	2367	Harvey Janszen		1												sheet, pressed																			1984-05-10				1984	05	10	10/05/1984											North America				Canada	CA	British Columbia	Gulf Islands															48.785	-123.0452778																BC Gazetteer	Lat/Long Approximate																							Harvey Janszen		1984-01-01				https://www.gbif.org/species/3034856								Sanicula bipinnatifida Dougl. ex Hook.	Sanicula bipinnatifida							Plantae	Spermatophyta	Dicotyledonae	Apiales	Apiaceae		Sanicula				bipinnatifida			species		Dougl. ex Hook.					CDC Status + Synonymy updated 2016 Jan 21 (JC)
1949578531																										RBCM:Botany:V129525									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129525	V129525		Harvey Janszen		1												sheet, pressed																			1984-06-07				1984	06	07	07/06/1984											North America				Canada	CA	British Columbia																50.71666667	-121.2833333																																								Harvey Janszen		1984-07-06				https://www.gbif.org/species/2926094								Lithospermum ruderale Dougl. ex Lehm.	Lithospermum ruderale Dougl. ex Lehm.							Plantae	Spermatophyta	Dicotyledonae	Boraginales	Boraginaceae		Lithospermum				ruderale			species		Dougl. ex Lehm.			accepted		
1949578519																										RBCM:Botany:V129553									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129553	V129553	2384	Harvey Janszen		1												sheet, pressed																			1984-06-12				1984	06	12	12/06/1984											North America				Canada	CA	British Columbia	Vancouver Island		Sidney: Marina Highway	Marina Highway												48.65	-123.4																																								R. Soreng		1993-01-01				https://www.gbif.org/species/2704309								Poa howellii Vasey & Scribn.	Poa howellii Vasey & Scribn.							Plantae	Spermatophyta	Monocotyledonae	Poales	Poaceae		Poa				howellii			species		Vasey & Scribn.			accepted		
1949578510																										RBCM:Botany:V129596									en	https://creativecommons.org/licenses/by/4.0/legalcode											Royal BC Museum							PhysicalObject		http://grbio.org/cool/gayt-20cg			RBCM	V	Royal BC Museum - Botany Collection	Royal BC Museum	PreservedSpecimen			Conservation Status:CDC: Not Listed	RBCM:Botany:V129596	V129596	s.n.	Harvey Janszen		1																															1984-06-08				1984	06	08	08/06/1984											North America				Canada	CA	British Columbia	Thompson-Okanagan														Pinder-Moss, John 20000315	50.71666667	-121.2833333																British Columbia Digital Gazetteer, 1996																								Kendrick Marr		2015-02-25			Reviewed for VFBC	https://www.gbif.org/species/9172281								Silene vulgaris (Moench) Garcke	Silene vulgaris (Moench) Garcke							Plantae	Spermatophyta	Dicotyledonae	Caryophyllales	Caryophyllaceae		Silene				vulgaris			species		(Moench) Garcke			accepted		
